species,source,cell_code10,period
Threskiornis aethiopicus,t0,10kmE391N310,2000- 2016
Trachemys scripta,t0,10kmE391N310,2000- 2016
Eriocheir sinensis,t0,10kmE391N311,2000- 2016
Oxyura jamaicensis,t0,10kmE391N311,2000- 2016
Pseudorasbora parva,t0,10kmE391N311,2000- 2016
Trachemys scripta,t0,10kmE391N311,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE391N312,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE391N312,2000- 2016
Myriophyllum aquaticum,t0,10kmE391N312,2000- 2016
Faxonius limosus,t0,10kmE391N312,2000- 2016
Eriocheir sinensis,t0,10kmE391N312,2000- 2016
Procambarus clarkii,t0,10kmE391N312,2000- 2016
Pseudorasbora parva,t0,10kmE391N312,2000- 2016
Tamias sibiricus,t0,10kmE391N312,2000- 2016
Trachemys scripta,t0,10kmE391N312,2000- 2016
Faxonius limosus,t0,10kmE391N313,2000- 2016
Pseudorasbora parva,t0,10kmE391N313,2000- 2016
Eichhornia crassipes,t0,10kmE391N314,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE391N314,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE391N314,2000- 2016
Myriophyllum aquaticum,t0,10kmE391N314,2000- 2016
Eriocheir sinensis,t0,10kmE391N314,2000- 2016
Ludwigia peploides,t0,10kmE391N314,2000- 2016
Oxyura jamaicensis,t0,10kmE391N314,2000- 2016
Threskiornis aethiopicus,t0,10kmE391N314,2000- 2016
Trachemys scripta,t0,10kmE391N314,2000- 2016
Eriocheir sinensis,t0,10kmE391N315,2000- 2016
Faxonius limosus,t0,10kmE391N315,2000- 2016
Oxyura jamaicensis,t0,10kmE391N315,2000- 2016
Threskiornis aethiopicus,t0,10kmE391N315,2000- 2016
Trachemys scripta,t0,10kmE392N299,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N300,2000- 2016
Pacifastacus leniusculus,t0,10kmE392N300,2000- 2016
Ludwigia grandiflora,t0,10kmE392N301,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N301,2000- 2016
Oxyura jamaicensis,t0,10kmE392N301,2000- 2016
Pacifastacus leniusculus,t0,10kmE392N301,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N302,2000- 2016
Faxonius limosus,t0,10kmE392N302,2000- 2016
Pacifastacus leniusculus,t0,10kmE392N302,2000- 2016
Procambarus clarkii,t0,10kmE392N302,2000- 2016
Threskiornis aethiopicus,t0,10kmE392N302,2000- 2016
Trachemys scripta,t0,10kmE392N302,2000- 2016
Lithobates catesbeianus,t0,10kmE392N303,2000- 2016
Faxonius limosus,t0,10kmE392N303,2000- 2016
Procambarus clarkii,t0,10kmE392N303,2000- 2016
Pseudorasbora parva,t0,10kmE392N303,2000- 2016
Faxonius limosus,t0,10kmE392N304,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N305,2000- 2016
Lithobates catesbeianus,t0,10kmE392N305,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N305,2000- 2016
Oxyura jamaicensis,t0,10kmE392N305,2000- 2016
Pseudorasbora parva,t0,10kmE392N305,2000- 2016
Trachemys scripta,t0,10kmE392N305,2000- 2016
Trachemys scripta,t0,10kmE392N306,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N307,2000- 2016
Trachemys scripta,t0,10kmE392N307,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N308,2000- 2016
Faxonius limosus,t0,10kmE392N308,2000- 2016
Procyon lotor,t0,10kmE392N308,2000- 2016
Tamias sibiricus,t0,10kmE392N308,2000- 2016
Trachemys scripta,t0,10kmE392N308,2000- 2016
Faxonius limosus,t0,10kmE392N309,2000- 2016
Oxyura jamaicensis,t0,10kmE392N309,2000- 2016
Procyon lotor,t0,10kmE392N309,2000- 2016
Pseudorasbora parva,t0,10kmE392N309,2000- 2016
Tamias sibiricus,t0,10kmE392N309,2000- 2016
Trachemys scripta,t0,10kmE392N309,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N310,2000- 2016
Eriocheir sinensis,t0,10kmE392N310,2000- 2016
Oxyura jamaicensis,t0,10kmE392N310,2000- 2016
Pseudorasbora parva,t0,10kmE392N310,2000- 2016
Trachemys scripta,t0,10kmE392N310,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N311,2000- 2016
Faxonius limosus,t0,10kmE392N311,2000- 2016
Baccharis halimifolia,t0,10kmE392N311,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N311,2000- 2016
Oxyura jamaicensis,t0,10kmE392N311,2000- 2016
Procambarus clarkii,t0,10kmE392N311,2000- 2016
Pseudorasbora parva,t0,10kmE392N311,2000- 2016
Threskiornis aethiopicus,t0,10kmE392N311,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N312,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N312,2000- 2016
Ludwigia grandiflora,t0,10kmE392N312,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N312,2000- 2016
Faxonius limosus,t0,10kmE392N312,2000- 2016
Eichhornia crassipes,t0,10kmE392N312,2000- 2016
Eriocheir sinensis,t0,10kmE392N312,2000- 2016
Myocastor coypus,t0,10kmE392N312,2000- 2016
Oxyura jamaicensis,t0,10kmE392N312,2000- 2016
Procyon lotor,t0,10kmE392N312,2000- 2016
Pseudorasbora parva,t0,10kmE392N312,2000- 2016
Tamias sibiricus,t0,10kmE392N312,2000- 2016
Threskiornis aethiopicus,t0,10kmE392N312,2000- 2016
Trachemys scripta,t0,10kmE392N312,2000- 2016
Eriocheir sinensis,t0,10kmE392N313,2000- 2016
Lithobates catesbeianus,t0,10kmE392N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N313,2000- 2016
Faxonius limosus,t0,10kmE392N313,2000- 2016
Pseudorasbora parva,t0,10kmE392N313,2000- 2016
Lagarosiphon major,t0,10kmE392N313,2000- 2016
Muntiacus reevesi,t0,10kmE392N313,2000- 2016
Oxyura jamaicensis,t0,10kmE392N313,2000- 2016
Trachemys scripta,t0,10kmE392N313,2000- 2016
Eriocheir sinensis,t0,10kmE392N314,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE392N314,2000- 2016
Pseudorasbora parva,t0,10kmE392N314,2000- 2016
Oxyura jamaicensis,t0,10kmE392N314,2000- 2016
Sciurus carolinensis,t0,10kmE392N314,2000- 2016
Threskiornis aethiopicus,t0,10kmE392N314,2000- 2016
Trachemys scripta,t0,10kmE392N314,2000- 2016
Eichhornia crassipes,t0,10kmE392N315,2000- 2016
Myriophyllum aquaticum,t0,10kmE392N315,2000- 2016
Eriocheir sinensis,t0,10kmE392N315,2000- 2016
Oxyura jamaicensis,t0,10kmE392N315,2000- 2016
Threskiornis aethiopicus,t0,10kmE392N315,2000- 2016
Procyon lotor,t0,10kmE393N300,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N300,2000- 2016
Trachemys scripta,t0,10kmE393N300,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N301,2000- 2016
Trachemys scripta,t0,10kmE393N301,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N302,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N302,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE393N303,2000- 2016
Faxonius limosus,t0,10kmE393N303,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N303,2000- 2016
Procambarus clarkii,t0,10kmE393N303,2000- 2016
Trachemys scripta,t0,10kmE393N303,2000- 2016
Myocastor coypus,t0,10kmE393N304,2000- 2016
Faxonius limosus,t0,10kmE393N304,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N304,2000- 2016
Procyon lotor,t0,10kmE393N304,2000- 2016
Trachemys scripta,t0,10kmE393N304,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE393N305,2000- 2016
Lithobates catesbeianus,t0,10kmE393N305,2000- 2016
Faxonius limosus,t0,10kmE393N305,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N305,2000- 2016
Trachemys scripta,t0,10kmE393N305,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE393N306,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N306,2000- 2016
Trachemys scripta,t0,10kmE393N306,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE393N307,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N307,2000- 2016
Trachemys scripta,t0,10kmE393N307,2000- 2016
Lithobates catesbeianus,t0,10kmE393N307,2000- 2016
Faxonius limosus,t0,10kmE393N307,2000- 2016
Pacifastacus leniusculus,t0,10kmE393N307,2000- 2016
Procambarus clarkii,t0,10kmE393N307,2000- 2016
Pseudorasbora parva,t0,10kmE393N307,2000- 2016
Procyon lotor,t0,10kmE393N308,2000- 2016
Trachemys scripta,t0,10kmE393N308,2000- 2016
Lysichiton americanus,t0,10kmE393N308,2000- 2016
Oxyura jamaicensis,t0,10kmE393N308,2000- 2016
Pseudorasbora parva,t0,10kmE393N308,2000- 2016
Tamias sibiricus,t0,10kmE393N308,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N308,2000- 2016
Faxonius limosus,t0,10kmE393N309,2000- 2016
Oxyura jamaicensis,t0,10kmE393N309,2000- 2016
Pseudorasbora parva,t0,10kmE393N309,2000- 2016
Tamias sibiricus,t0,10kmE393N309,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N309,2000- 2016
Trachemys scripta,t0,10kmE393N309,2000- 2016
Procambarus clarkii,t0,10kmE393N310,2000- 2016
Eriocheir sinensis,t0,10kmE393N310,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N310,2000- 2016
Faxonius limosus,t0,10kmE393N310,2000- 2016
Procyon lotor,t0,10kmE393N310,2000- 2016
Pseudorasbora parva,t0,10kmE393N310,2000- 2016
Trachemys scripta,t0,10kmE393N310,2000- 2016
Eriocheir sinensis,t0,10kmE393N311,2000- 2016
Ludwigia grandiflora,t0,10kmE393N311,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N311,2000- 2016
Faxonius limosus,t0,10kmE393N311,2000- 2016
Pseudorasbora parva,t0,10kmE393N311,2000- 2016
Oxyura jamaicensis,t0,10kmE393N311,2000- 2016
Procambarus clarkii,t0,10kmE393N311,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N311,2000- 2016
Trachemys scripta,t0,10kmE393N311,2000- 2016
Ludwigia grandiflora,t0,10kmE393N312,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N312,2000- 2016
Faxonius limosus,t0,10kmE393N312,2000- 2016
Eriocheir sinensis,t0,10kmE393N312,2000- 2016
Oxyura jamaicensis,t0,10kmE393N312,2000- 2016
Procambarus clarkii,t0,10kmE393N312,2000- 2016
Pseudorasbora parva,t0,10kmE393N312,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N312,2000- 2016
Trachemys scripta,t0,10kmE393N312,2000- 2016
Ludwigia grandiflora,t0,10kmE393N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N313,2000- 2016
Faxonius limosus,t0,10kmE393N313,2000- 2016
Eriocheir sinensis,t0,10kmE393N313,2000- 2016
Pseudorasbora parva,t0,10kmE393N313,2000- 2016
Tamias sibiricus,t0,10kmE393N313,2000- 2016
Trachemys scripta,t0,10kmE393N313,2000- 2016
Ludwigia grandiflora,t0,10kmE393N314,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N314,2000- 2016
Eriocheir sinensis,t0,10kmE393N314,2000- 2016
Muntiacus reevesi,t0,10kmE393N314,2000- 2016
Faxonius limosus,t0,10kmE393N314,2000- 2016
Oxyura jamaicensis,t0,10kmE393N314,2000- 2016
Tamias sibiricus,t0,10kmE393N314,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N314,2000- 2016
Trachemys scripta,t0,10kmE393N314,2000- 2016
Myriophyllum aquaticum,t0,10kmE393N315,2000- 2016
Lagarosiphon major,t0,10kmE393N315,2000- 2016
Oxyura jamaicensis,t0,10kmE393N315,2000- 2016
Pseudorasbora parva,t0,10kmE393N315,2000- 2016
Threskiornis aethiopicus,t0,10kmE393N315,2000- 2016
Trachemys scripta,t0,10kmE393N315,2000- 2016
Ludwigia grandiflora,t0,10kmE393N316,2000- 2016
Procyon lotor,t0,10kmE393N316,2000- 2016
Pseudorasbora parva,t0,10kmE393N316,2000- 2016
Trachemys scripta,t0,10kmE393N316,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N300,2000- 2016
Procyon lotor,t0,10kmE394N300,2000- 2016
Lagarosiphon major,t0,10kmE394N301,2000- 2016
Faxonius limosus,t0,10kmE394N301,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N301,2000- 2016
Procyon lotor,t0,10kmE394N301,2000- 2016
Pseudorasbora parva,t0,10kmE394N301,2000- 2016
Trachemys scripta,t0,10kmE394N301,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N302,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N303,2000- 2016
Lagarosiphon major,t0,10kmE394N304,2000- 2016
Faxonius limosus,t0,10kmE394N304,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N304,2000- 2016
Procambarus clarkii,t0,10kmE394N304,2000- 2016
Trachemys scripta,t0,10kmE394N304,2000- 2016
Trachemys scripta,t0,10kmE394N305,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N305,2000- 2016
Faxonius limosus,t0,10kmE394N305,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N305,2000- 2016
Procambarus clarkii,t0,10kmE394N305,2000- 2016
Pseudorasbora parva,t0,10kmE394N305,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N305,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N306,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N306,2000- 2016
Faxonius limosus,t0,10kmE394N306,2000- 2016
Trachemys scripta,t0,10kmE394N306,2000- 2016
Ludwigia grandiflora,t0,10kmE394N307,2000- 2016
Procyon lotor,t0,10kmE394N307,2000- 2016
Trachemys scripta,t0,10kmE394N307,2000- 2016
Lithobates catesbeianus,t0,10kmE394N307,2000- 2016
Pseudorasbora parva,t0,10kmE394N307,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N307,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N308,2000- 2016
Lithobates catesbeianus,t0,10kmE394N308,2000- 2016
Procyon lotor,t0,10kmE394N308,2000- 2016
Pseudorasbora parva,t0,10kmE394N308,2000- 2016
Trachemys scripta,t0,10kmE394N308,2000- 2016
Oxyura jamaicensis,t0,10kmE394N308,2000- 2016
Pacifastacus leniusculus,t0,10kmE394N308,2000- 2016
Tamias sibiricus,t0,10kmE394N308,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N308,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N309,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N309,2000- 2016
Lithobates catesbeianus,t0,10kmE394N309,2000- 2016
Ludwigia grandiflora,t0,10kmE394N309,2000- 2016
Pseudorasbora parva,t0,10kmE394N309,2000- 2016
Eriocheir sinensis,t0,10kmE394N309,2000- 2016
Oxyura jamaicensis,t0,10kmE394N309,2000- 2016
Procyon lotor,t0,10kmE394N309,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N309,2000- 2016
Trachemys scripta,t0,10kmE394N309,2000- 2016
Eriocheir sinensis,t0,10kmE394N310,2000- 2016
Lithobates catesbeianus,t0,10kmE394N310,2000- 2016
Ludwigia grandiflora,t0,10kmE394N310,2000- 2016
Faxonius limosus,t0,10kmE394N310,2000- 2016
Procyon lotor,t0,10kmE394N310,2000- 2016
Pseudorasbora parva,t0,10kmE394N310,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N310,2000- 2016
Trachemys scripta,t0,10kmE394N310,2000- 2016
Ludwigia grandiflora,t0,10kmE394N311,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N311,2000- 2016
Eriocheir sinensis,t0,10kmE394N311,2000- 2016
Oxyura jamaicensis,t0,10kmE394N311,2000- 2016
Pseudorasbora parva,t0,10kmE394N311,2000- 2016
Trachemys scripta,t0,10kmE394N311,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N312,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N312,2000- 2016
Lithobates catesbeianus,t0,10kmE394N312,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N312,2000- 2016
Faxonius limosus,t0,10kmE394N312,2000- 2016
Eriocheir sinensis,t0,10kmE394N312,2000- 2016
Pseudorasbora parva,t0,10kmE394N312,2000- 2016
Sciurus carolinensis,t0,10kmE394N312,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N312,2000- 2016
Trachemys scripta,t0,10kmE394N312,2000- 2016
Lithobates catesbeianus,t0,10kmE394N313,2000- 2016
Ludwigia grandiflora,t0,10kmE394N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N313,2000- 2016
Faxonius limosus,t0,10kmE394N313,2000- 2016
Eriocheir sinensis,t0,10kmE394N313,2000- 2016
Oxyura jamaicensis,t0,10kmE394N313,2000- 2016
Pseudorasbora parva,t0,10kmE394N313,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N313,2000- 2016
Ludwigia grandiflora,t0,10kmE394N314,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N314,2000- 2016
Faxonius limosus,t0,10kmE394N314,2000- 2016
Muntiacus reevesi,t0,10kmE394N314,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N314,2000- 2016
Trachemys scripta,t0,10kmE394N314,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE394N315,2000- 2016
Lithobates catesbeianus,t0,10kmE394N315,2000- 2016
Ludwigia grandiflora,t0,10kmE394N315,2000- 2016
Ludwigia peploides,t0,10kmE394N315,2000- 2016
Ludwigia peploides,t0,10kmE394N315,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N315,2000- 2016
Pseudorasbora parva,t0,10kmE394N315,2000- 2016
Trachemys scripta,t0,10kmE394N315,2000- 2016
Myriophyllum aquaticum,t0,10kmE394N316,2000- 2016
Sciurus carolinensis,t0,10kmE394N316,2000- 2016
Threskiornis aethiopicus,t0,10kmE394N316,2000- 2016
Procyon lotor,t0,10kmE395N297,2000- 2016
Procyon lotor,t0,10kmE395N298,2000- 2016
Faxonius limosus,t0,10kmE395N298,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N298,2000- 2016
Procyon lotor,t0,10kmE395N299,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N299,2000- 2016
Faxonius limosus,t0,10kmE395N299,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N299,2000- 2016
Trachemys scripta,t0,10kmE395N299,2000- 2016
Procyon lotor,t0,10kmE395N300,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N300,2000- 2016
Procyon lotor,t0,10kmE395N301,2000- 2016
Procyon lotor,t0,10kmE395N302,2000- 2016
Trachemys scripta,t0,10kmE395N302,2000- 2016
Faxonius limosus,t0,10kmE395N302,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N302,2000- 2016
Pseudorasbora parva,t0,10kmE395N302,2000- 2016
Procyon lotor,t0,10kmE395N303,2000- 2016
Trachemys scripta,t0,10kmE395N303,2000- 2016
Faxonius limosus,t0,10kmE395N303,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N303,2000- 2016
Procambarus clarkii,t0,10kmE395N303,2000- 2016
Procyon lotor,t0,10kmE395N304,2000- 2016
Trachemys scripta,t0,10kmE395N304,2000- 2016
Eriocheir sinensis,t0,10kmE395N304,2000- 2016
Lithobates catesbeianus,t0,10kmE395N304,2000- 2016
Faxonius limosus,t0,10kmE395N304,2000- 2016
Pacifastacus leniusculus,t0,10kmE395N304,2000- 2016
Procyon lotor,t0,10kmE395N305,2000- 2016
Trachemys scripta,t0,10kmE395N305,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N305,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N305,2000- 2016
Pseudorasbora parva,t0,10kmE395N305,2000- 2016
Threskiornis aethiopicus,t0,10kmE395N305,2000- 2016
Trachemys scripta,t0,10kmE395N306,2000- 2016
Procyon lotor,t0,10kmE395N307,2000- 2016
Threskiornis aethiopicus,t0,10kmE395N308,2000- 2016
Ludwigia grandiflora,t0,10kmE395N309,2000- 2016
Pseudorasbora parva,t0,10kmE395N309,2000- 2016
Trachemys scripta,t0,10kmE395N309,2000- 2016
Cabomba caroliniana,t0,10kmE395N310,2000- 2016
Cabomba caroliniana,t0,10kmE395N310,2000- 2016
Eriocheir sinensis,t0,10kmE395N310,2000- 2016
Faxonius limosus,t0,10kmE395N310,2000- 2016
Pseudorasbora parva,t0,10kmE395N310,2000- 2016
Threskiornis aethiopicus,t0,10kmE395N310,2000- 2016
Trachemys scripta,t0,10kmE395N310,2000- 2016
Eriocheir sinensis,t0,10kmE395N311,2000- 2016
Lithobates catesbeianus,t0,10kmE395N311,2000- 2016
Ludwigia grandiflora,t0,10kmE395N311,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N311,2000- 2016
Pseudorasbora parva,t0,10kmE395N311,2000- 2016
Muntiacus reevesi,t0,10kmE395N311,2000- 2016
Trachemys scripta,t0,10kmE395N311,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N312,2000- 2016
Eriocheir sinensis,t0,10kmE395N312,2000- 2016
Lithobates catesbeianus,t0,10kmE395N312,2000- 2016
Ludwigia grandiflora,t0,10kmE395N312,2000- 2016
Procyon lotor,t0,10kmE395N312,2000- 2016
Pseudorasbora parva,t0,10kmE395N312,2000- 2016
Trachemys scripta,t0,10kmE395N312,2000- 2016
Eriocheir sinensis,t0,10kmE395N313,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N313,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N313,2000- 2016
Ludwigia grandiflora,t0,10kmE395N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N313,2000- 2016
Faxonius limosus,t0,10kmE395N313,2000- 2016
Procyon lotor,t0,10kmE395N313,2000- 2016
Oxyura jamaicensis,t0,10kmE395N313,2000- 2016
Pseudorasbora parva,t0,10kmE395N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N314,2000- 2016
Faxonius limosus,t0,10kmE395N314,2000- 2016
Trachemys scripta,t0,10kmE395N314,2000- 2016
Ludwigia grandiflora,t0,10kmE395N315,2000- 2016
Myriophyllum aquaticum,t0,10kmE395N315,2000- 2016
Pseudorasbora parva,t0,10kmE395N315,2000- 2016
Lithobates catesbeianus,t0,10kmE395N315,2000- 2016
Tamias sibiricus,t0,10kmE395N315,2000- 2016
Trachemys scripta,t0,10kmE395N315,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N316,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE395N316,2000- 2016
Lithobates catesbeianus,t0,10kmE395N316,2000- 2016
Pseudorasbora parva,t0,10kmE395N316,2000- 2016
Trachemys scripta,t0,10kmE395N316,2000- 2016
Procyon lotor,t0,10kmE396N297,2000- 2016
Muntiacus reevesi,t0,10kmE396N297,2000- 2016
Pacifastacus leniusculus,t0,10kmE396N297,2000- 2016
Procyon lotor,t0,10kmE396N298,2000- 2016
Procyon lotor,t0,10kmE396N299,2000- 2016
Oxyura jamaicensis,t0,10kmE396N299,2000- 2016
Procyon lotor,t0,10kmE396N300,2000- 2016
Myriophyllum aquaticum,t0,10kmE396N301,2000- 2016
Trachemys scripta,t0,10kmE396N301,2000- 2016
Procyon lotor,t0,10kmE396N301,2000- 2016
Procyon lotor,t0,10kmE396N302,2000- 2016
Pseudorasbora parva,t0,10kmE396N302,2000- 2016
Procyon lotor,t0,10kmE396N303,2000- 2016
Pacifastacus leniusculus,t0,10kmE396N303,2000- 2016
Trachemys scripta,t0,10kmE396N303,2000- 2016
Procyon lotor,t0,10kmE396N304,2000- 2016
Faxonius limosus,t0,10kmE396N304,2000- 2016
Pacifastacus leniusculus,t0,10kmE396N304,2000- 2016
Procyon lotor,t0,10kmE396N305,2000- 2016
Faxonius limosus,t0,10kmE396N305,2000- 2016
Pacifastacus leniusculus,t0,10kmE396N305,2000- 2016
Trachemys scripta,t0,10kmE396N305,2000- 2016
Trachemys scripta,t0,10kmE396N306,2000- 2016
Myriophyllum aquaticum,t0,10kmE396N306,2000- 2016
Pseudorasbora parva,t0,10kmE396N306,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N306,2000- 2016
Procyon lotor,t0,10kmE396N307,2000- 2016
Pseudorasbora parva,t0,10kmE396N308,2000- 2016
Faxonius limosus,t0,10kmE396N308,2000- 2016
Oxyura jamaicensis,t0,10kmE396N308,2000- 2016
Procyon lotor,t0,10kmE396N308,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N308,2000- 2016
Trachemys scripta,t0,10kmE396N308,2000- 2016
Ludwigia grandiflora,t0,10kmE396N309,2000- 2016
Eriocheir sinensis,t0,10kmE396N309,2000- 2016
Pseudorasbora parva,t0,10kmE396N309,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N309,2000- 2016
Procyon lotor,t0,10kmE396N310,2000- 2016
Pseudorasbora parva,t0,10kmE396N310,2000- 2016
Trachemys scripta,t0,10kmE396N310,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE396N311,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE396N311,2000- 2016
Lagarosiphon major,t0,10kmE396N311,2000- 2016
Lagarosiphon major,t0,10kmE396N311,2000- 2016
Lithobates catesbeianus,t0,10kmE396N311,2000- 2016
Ludwigia grandiflora,t0,10kmE396N311,2000- 2016
Myriophyllum aquaticum,t0,10kmE396N311,2000- 2016
Procyon lotor,t0,10kmE396N311,2000- 2016
Eriocheir sinensis,t0,10kmE396N311,2000- 2016
Muntiacus reevesi,t0,10kmE396N311,2000- 2016
Myocastor coypus,t0,10kmE396N311,2000- 2016
Pseudorasbora parva,t0,10kmE396N311,2000- 2016
Tamias sibiricus,t0,10kmE396N311,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N311,2000- 2016
Trachemys scripta,t0,10kmE396N311,2000- 2016
Lithobates catesbeianus,t0,10kmE396N312,2000- 2016
Ludwigia grandiflora,t0,10kmE396N312,2000- 2016
Myriophyllum aquaticum,t0,10kmE396N312,2000- 2016
Faxonius limosus,t0,10kmE396N312,2000- 2016
Procambarus clarkii,t0,10kmE396N312,2000- 2016
Eriocheir sinensis,t0,10kmE396N312,2000- 2016
Myocastor coypus,t0,10kmE396N312,2000- 2016
Pseudorasbora parva,t0,10kmE396N312,2000- 2016
Tamias sibiricus,t0,10kmE396N312,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N312,2000- 2016
Trachemys scripta,t0,10kmE396N312,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE396N313,2000- 2016
Hydrocotyle ranunculoides,t0,10kmE396N313,2000- 2016
Lithobates catesbeianus,t0,10kmE396N313,2000- 2016
Ludwigia grandiflora,t0,10kmE396N313,2000- 2016
Myriophyllum aquaticum,t0,10kmE396N313,2000- 2016
Faxonius limosus,t0,10kmE396N313,2000- 2016
Pseudorasbora parva,t0,10kmE396N313,2000- 2016
Eriocheir sinensis,t0,10kmE396N313,2000- 2016
Muntiacus reevesi,t0,10kmE396N313,2000- 2016
Threskiornis aethiopicus,t0,10kmE396N313,2000- 2016
